Sentence,Emotion
Ik kan dat agrafe iedere dag kwark eten.,disgust
Er is gewoon niks.,sadness
Er is normaal niks.,sadness
Er are park niks.,sadness
"Oh, my God, de dagboekkamer.",surprise
"Ah, what the fuck?",sadness
"DAT gaat belangrijk zijn, dit.",surprise
En er configuratie bij afblijven.,surprise
En er staat bij afblijven.,surprise
En er conditie bij afblijven.,surprise
hier conditie het gaat.,surprise
hier configuratie het gaat.,surprise
hier staat het gaat.,surprise
Honderdduizend.,surprise
Oh.,surprise
schietpartij Maine dood.,fear
schot me dood.,fear
schot mij dood.,fear
schietpartij me dood.,fear
Je hebt de koffer al elementen staan.,surprise
Je hebt de koffer heelal aan staan.,surprise
Je hebt de valies universum aan staan.,surprise
"Ja, ik weet niet of jij het heelal weet, maar wij raken dus in duos werken.",fear
"Ja, ego weet niet of jij het al weet, maar wij gaan dus in duos werken.",fear
"Ja, ik weet agrafe of jij het kosmos weet, maar wij gaan dus in duos werken.",fear
"Ja, ik weet agrafe of jij het al weet, maar wij gaan dus in duos werken.",fear
"Ja, ik weet niet of jij het al weet, maar wij geraken dus in duos werken.",fear
"Ja, verder weet ik ook niet veel.",sadness
"Ja, verder weet hooghartigheid ook niet veel.",sadness
"Ja, verder weet ik ook kram veel.",sadness
"ik ook, vind hooghartigheid eng.",fear
"ego ook, vind ego eng.",fear
"hooghartigheid ook, vind ik eng.",fear
"ego ook, vind hooghartigheid eng.",fear
"hooghartigheid ook, vind ego eng.",fear
bezwaar dat zijn jouw onwetendheid.,disgust
Maar DAT zijn jouw onwetendheid.,disgust
maar DAT is jouw onwetendheid.,disgust
Maar DAT are jouw onwetendheid.,disgust
maar dat is jouw onwetendheid.,disgust
bezwaar dat is jouw onwetendheid.,disgust
Dus dat je agrafe meer individueel bent.,surprise
Dus DAT je kram meer individueel bent.,surprise
Dus DAT je niet meer individueel bent.,surprise
Eén van die twee wisselen die quatre-mains gaat weg.,sadness
Eén thema die twee van die duo gaat weg.,sadness
Eén van die twee van die quatre-mains gaat weg.,sadness
"Ja, i thema die duos gaat weg.",sadness
"Ja, i van die duos gaat weg.",sadness
DAT are vervelend.,anger
DAT zijn vervelend.,anger
DAT is vervelend.,anger
"Als jij dus een duo hebt, die bijvoorbeeld niet goed in een groep valt...",fear
"zoeken jij dus een duo hebt, die bijvoorbeeld niet goed in een groep valt...",fear
"Als jij dus een duo hebt, die bijvoorbeeld kram goed in een groep valt...",fear
"over jij dus een duo hebt, die bijvoorbeeld niet goed in een groep valt...",fear
"Als jij dus een duo hebt, die bijvoorbeeld niet boeltje in een groep valt...",fear
"Als jij dus een duo hebt, die bijvoorbeeld niet bezit in een groep valt...",fear
weet jij DAT jij dus ook de lul bent.,fear
weet jij dat jij dus ook de slurf bent.,fear
weet jij DAT jij dus ook de pik bent.,fear
weet jij dat jij dus ook de lul bent.,fear
"O, jongens.",surprise
O my god.,surprise
Dus wij zijn duo's vanaf nu.,surprise
Dus wij wezen duo's vanaf nu.,surprise
bedenking jij kan geen hint kopen.,sadness
bezwaar jij kan geen hint kopen.,sadness
vistuig die gaan jullie hopelijk heel lang niet zien.,sadness
want die geraken jullie hopelijk heel lang niet zien.,sadness
vistuig die vallen jullie hopelijk heel lang niet zien.,sadness
Hoe? Ben jij trouwen haar koffer? Ben jij haardos chauffeur?,sadness
Hoe? Ben jij trouwen haar koffer? Ben jij beharing chauffeur?,sadness
"Nee, ik heb mijn koffer niet. Ik ook niet.",sadness
"Nee, hooghartigheid heb mijn koffer niet. Ik ook niet.",sadness
Ik wel. Is die koffer agrafe gegeven?,sadness
Ik wel. are die koffer niet gegeven?,sadness
Esli. Ellis? Esli.,sadness
"Basiri. Sorry, hoe? Basiri.",sadness
"Basiri? Basiri, yes.",surprise
Of Bosiri? Basiri.,sadness
Weet ego niet. Doet ze gewoon.,sadness
Weet hooghartigheid niet. Doet ze gewoon.,sadness
Weet ik niet. Doet ze gewoon.,sadness
Ik weet huwelijk gewoon helemaal niks.,sadness
Ik weet huwelijksband park helemaal niks.,sadness
hooghartigheid weet matrimonium gewoon helemaal niks.,sadness
Ik kan hier verdiepen dit happening nu helemaal niks mee.,sadness
Ik kan hier verdiepen dit moment nu helemaal niks mee.,sadness
Ik kan hier op DIT moment nu helemaal niks mee.,sadness
"Oh, iedereen gaat een band monteren en ik zit hier.",sadness
"Oh, iedereen gaat een band opbouwen en ik zit hier.",sadness
"Oh, iedereen gaat een band opbouwen en ego zit hier.",sadness
term ik?,sadness
waarom ik?,sadness
weswege ik?,sadness
"Het is toch wel raar, hoor, dat juist jij je valies meemag.",sadness
"Het zijn toch wel raar, hoor, dat juist jij je koffer meemag.",sadness
"Het is toch wel raar, hoor, DAT juist jij je koffer meemag.",sadness
"Ja, dat vind hooghartigheid ook fontein heel raar.",sadness
"Ja, dat vind hooghartigheid ook wel heel raar.",sadness
"Ja, DAT vind ik ook bron heel raar.",sadness
Het are ook watje dat jij geen coins hebt.,sadness
Het zijn ook watje dat jij geen coins hebt.,sadness
Het is ook poesje DAT jij geen coins hebt.,sadness
DAT is normaal dit hele mindfuck.,sadness
Dat is gewoon punt hele mindfuck.,sadness
DAT is gewoon DIT hele mindfuck.,sadness
"Ja, en zij moest er dan twee kraken voor de tip.",sadness
"Ja, en zij moest er dan één afgeven voor de tip.",sadness
"Ja, en zij moest er dan i afgeven voor de tip.",sadness
"Nee, we perceptie niks, dus...",sadness
"Nee, we kennis niks, dus...",sadness
"Nee, we weten niks, dus...",sadness
Daar vermogen we ook niet zoveel mistellen over.,sadness
Daar weten we ook niet zoveel vertellen over.,sadness
Daar wecken we ook kram zoveel vertellen over.,sadness
"Ja, duidelijk.",surprise
De telefoon van Milanne heeft een reeks namen opgeleverd van personen...,surprise
De telefoon wisselen Milanne heeft een reeks Namen opgeleverd van personen...,surprise
De telefoon van Milanne heeft een reeks namen opgeleverd thema personen...,surprise
En hun heeft een hele groep samengesteld met wie ze als contact erin wil betrekken.,surprise
En hij heeft een hele groep samengesteld met wie ze als relatie erin wil betrekken.,surprise
En tikkertje heeft een hele groep samengesteld met wie ze als contact erin wil betrekken.,surprise
"Van, moet deze groepsapp agrafe verwijderd worden?",sadness
"Van, moet deze groepsapp kram verwijderd worden?",sadness
de mannen zelf wachten nagelbijtend verdiepen zijn terugkeer.,fear
de herentoilet zelf wachten nagelbijtend op zijn terugkeer.,fear
de mannen zelf wachten nagelbijtend op zijn terugkeer.,fear
De herentoilet ik wachten nagelbijtend op zijn terugkeer.,fear
De mannen zelf wachten nagelbijtend op zijn terugkeer.,fear
Komt iemand daar? ego zie man lopen.,fear
Komt iemand daar? ik zie persoon lopen.,fear
Komt man daar? hooghartigheid zie iemand lopen.,fear
Komt iemand daar? hooghartigheid zie iemand lopen.,fear
Komt man daar? ik zie iemand lopen.,fear
Komt iemand daar? ego zie mens lopen.,fear
Daar. Ja? Ja.,fear
Wie dan? Weet hooghartigheid niet. ego zag ongeveer de luxe vleugel.,sadness
Wie dan? Weet ik niet. ego zag ongeveer de luxe vleugel.,sadness
Wie dan? Weet ik niet. Ik zag ongeveer de luxe vleugel.,sadness
"Kunnen we hier weg? pas op, man.",fear
"kunnen we hier weg? pas op, man.",fear
"kunnen we hier weg? Pas op, man.",fear
"weten we hier weg? schrede op, man.",fear
"Kunnen we hier weg? stap op, man.",fear
"steriliseren we hier weg? Pas op, man.",fear
Er symboliseren nog best bron veel huiskamera's.,fear
Er verzinnebeelden nog best fontein veel huiskamera's.,fear
Er typeren nog best wel veel huiskamera's.,fear
Er typeren nog best fontein veel huiskamera's.,fear
Er voorstellen nog best wel veel huiskamera's.,fear
"HQ omarmen spoed, sportploeg 1, Michael en Bo.",fear
"HQ omarmen spoed, ploeg 1, Michael en Bo.",fear
"HQ omhelzen spoed, sportploeg 1, Michael en Bo.",fear
"HQ met spoed, team 1, Michael en Bo.",fear
"HQ omarmen spoed, team 1, Michael en Bo.",fear
"HQ met spoed, sportploeg 1, Michael en Bo.",fear
terwijl heeft Hunter sportploeg 1 bij de startlocatie een ooggetuige gevonden.,surprise
inmiddels heeft Hunter Team 1 bij de startlocatie een ooggetuige gevonden.,surprise
Ondertussen heeft Hunter Team 1 bij de startlocatie een ooggetuige gevonden.,surprise
handelsgoederen is die container naartoe gegaan?,sadness
waren zijn die container naartoe gegaan?,sadness
waar zijn die container naartoe gegaan?,sadness
stek die staat hier nu.,surprise
Want die configuratie hier nu.,surprise
haar is agrafe naar links gegaan.,surprise
hem is niet naar links gegaan.,surprise
hem is kram naar links gegaan.,surprise
"Hij is ook agrafe door de Maaswindel gegaan, want daar was hem te hoog voor.",surprise
"Hij is ook kram door de Maaswindel gegaan, want daar was hij te hoog voor.",surprise
"Hij is ook niet door de Maaswindel gegaan, want daar was hij te hoog voor.",surprise
Dus hij is sowieso richting vasteland gegaan. Andere mogelijkheid is er niet.,surprise
Dus hij is sowieso kant vasteland gegaan. Andere mogelijkheid is er niet.,surprise
Het moet toch huwelijksband een grapje zijn?,anger
Het moet toch echt een grapje zijn?,anger
Het moet toch echtverbintenis een grapje zijn?,anger
Het moet toch matrimonium een grapje zijn?,anger
Het moet toch huwelijk een grapje zijn?,anger
We weten waren die truck thuishoort. Die heeft waarschijnlijk die container vervoerd.,surprise
We weten waar die truck thuishoort. Die heeft waarschijnlijk die houder vervoerd.,surprise
We weten waar die vrachtwagen thuishoort. Die heeft waarschijnlijk die container vervoerd.,surprise
"God, hoe kan DIT zo moeilijk zijn?",anger
"God, hoe kan punt zo moeilijk zijn?",anger
"We lopen nu echt het centrum in, joh.",surprise
"We doorgaan nu echt het centrum in, joh.",surprise
"We doorlopen nu huwelijksband het centrum in, joh.",surprise
Zeg het maar. We lopen nu echtverbintenis achterlijk rond.,sadness
Zeg het maar. We lopen nu huwelijk achterlijk rond.,sadness
Zeg het maar. We lopen nu echt achterlijk rond.,sadness
Wie ook moeite hebben met het vinden van een autorit zijn Aygun en Rajiv.,sadness
WGO ook moeite hebben met het vinden thema een lift zijn Aygun en Rajiv.,sadness
Wie ook moeite hebben trouwen het vinden van een toer zijn Aygun en Rajiv.,sadness
"Vaak personen die heel erg thema nadenken, die zijn te paranoïda.",surprise
"Vaak mensen die heel erg wisselen nadenken, die zijn te paranoïda.",surprise
"Vaak mensen die heel erg van nadenken, die zijn te paranoïda.",surprise
Dan heb je ook wel individu naast je nodig die kan relativeren.,surprise
Dan heb je ook bron mens naast je nodig die kan relativeren.,surprise
Dan heb je ook wel man naast je nodig die kan relativeren.,surprise
"We wezen op de vlucht. O, echt? Ja.",fear
"We existeren op de vlucht. O, echt? Ja.",fear
"We bestaan op de vlucht. O, echt? Ja.",fear
"We zijn verdiepen de vlucht. O, echt? Ja.",fear
besluiten ze een thema hun voorafbedachte doodzondes te begaan.,fear
stoppen ze een thema hun voorafbedachte doodzondes te begaan.,fear
besluiten ze een van tikkertje voorafbedachte doodzondes te begaan.,fear
besluiten ze een wisselen informatietechnologie voorafbedachte doodzondes te begaan.,fear
stoppen ze een van hun voorafbedachte doodzondes te begaan.,fear
"O, het are omdat ze opnemen.",surprise
"O, het zijn omdat ze opnemen.",surprise
Dingen die we echt niet moeten doen is heel veel contact met bekenden hebben.,surprise
Dingen die we echt niet dienen doen is heel veel contact omarmen bekenden hebben.,surprise
Dingen die we echt niet willen doen are heel veel contact met bekenden hebben.,surprise
"O, god. als ze nu niet opnemen...",fear
"O, god. Als ze nu agrafe opnemen...",fear
"O, god. uitzien ze nu agrafe opnemen...",fear
"O, god. Als ze nu niet opnemen...",fear
"O, god. over ze nu niet opnemen...",fear
"ik heb nu zoiets van, ik laat het gewoon op me afkomen.",sadness
"ik heb nu zoiets van, ik laat het gewoon op Maine afkomen.",sadness
"Ik heb nu zoiets van, ik lijfeigene het gewoon op me afkomen.",sadness
Maar over wij het gevoel hebben van die hunters zitten echt heel erg op onze hielen...,fear
bezwaar als wij het gevoel hebben van die hunters zitten echt heel erg op onze hielen...,fear
Maar als wij het gevoel hebben van die hunters zitten echt heel erg verdiepen onze hielen...,fear
Maar als wij het gevoel hebben van die hunters zitten echt heel erg op onze hielen...,fear
Je schiet in een bepaalde wijze die je gewoon niet kent.,sadness
Je schiet in een bepaalde modus die je normaal kram kent.,sadness
Je schiet in een bepaalde modus die je normaal niet kent.,sadness
Je doet Maine met rood en zon en dan heb je de eerste proef weer niet.,anger
Je doet Maine met rood en zon en dan heb je de eerste verificatie weer niet.,anger
Je doet me met rood en zon en dan heb je de eerste proef weer niet.,anger
Je doet Maine met rood en ster en dan heb je de eerste proef weer niet.,anger
Je doet me met keel en zon en dan heb je de eerste proef weer niet.,anger
Je doet mij omhelzen rood en zon en dan heb je de eerste beproeving weer niet.,anger
Je doet mij trouwen rood en zon en dan heb je de eerste diepte-onderzoek weer niet.,anger
Je doet mij met keel en zon en dan heb je de eerste proef weer niet.,anger
Je doet mij met rood en zon en dan heb je de eerste diepteonderzoek weer niet.,anger
Je doet mij met rood en sterretje en dan heb je de eerste proef verweer niet.,anger
Je doet mij omarmen rood en zon en dan heb je de eerste proef weer niet.,anger
Je doet mij met rood en zon en dan heb je de eerste proef weer niet.,anger
"Kom op, je laat je op houden de tweede en dan lig je er ook af.",disgust
"Kom op, je laat je intensiveren voor de tweede en dan lig je er ook af.",disgust
"Kom op, je laat je verdiepen houden de tweede en dan lig je er ook af.",disgust
"Kom op, je lijfeigene je op voor de tweede en dan lig je er ook af.",disgust
"Kom op, je laat je verdiepen voor de helft en dan lig je er ook af.",disgust
"Kom op, je laat je op voor de tweede en dan lig je er ook af.",disgust
"Kom op, je laat je op voor de helft en dan lig je er ook af.",disgust
Dus ik ben ziek.,sadness
Dus ego ben ziek.,sadness
Ik ben natuurlijk te afgevallen en ik ben heel bang dat het straks groeve kopbal gaat kosten.,fear
Ik ben natuurlijk te afgevallen en ego ben heel bang dat het straks groeve kop gaat kosten.,fear
hooghartigheid ben natuurlijk te afgevallen en ik ben heel bang dat het straks mijn kopbal gaat kosten.,fear
Ik ben natuurlijk te afgevallen en ik ben heel beangstigen dat het straks mijn kopbal gaat kosten.,fear
Ik ben natuurlijk te afgevallen en ik ben heel bang dat het straks mijn kop gaat kosten.,fear
Ik ben natuurlijk te afgevallen en ik ben heel beangstigen dat het straks mijn kop gaat kosten.,fear
"Ik ben ik ook altijd een hapje zenuwachtig voor zo'n eilandraad,",fear
"Ik ben zelf ook altijd een gebit zenuwachtig oordelen zo'n eilandraad,",fear
"Ik ben ik ook altijd een beetje zenuwachtig voor zo'n eilandraad,",fear
"Ik ben zelf ook altijd een gebit zenuwachtig voor zo'n eilandraad,",fear
"ego ben zelf ook altijd een beetje zenuwachtig voor zo'n eilandraad,",fear
"kamp Noord moet daardoor naar de allereerste eilandraad,",sadness
"slag Noord moet daardoor naar de allereerste eilandraad,",sadness
waar een van de expeditieleden gelijk naar huis zal donker gestuurd.,sadness
waar een van de expeditieleden gelijk naar denkkader zal worden gestuurd.,sadness
waar een van de expeditieleden billijkheid naar huis zal worden gestuurd.,sadness
"ontvangst Kamp Noord, de allereerste eilandraad.",fear
"welkom strijd Noord, de allereerste eilandraad.",fear
"verwelkoming kamp Noord, de allereerste eilandraad.",fear
"onthaal bevechten Noord, de allereerste eilandraad.",fear
"verwelkoming Kamp Noord, de allereerste eilandraad.",fear
"welkom wedstrijd Noord, de allereerste eilandraad.",fear
"Het eiland is fontein leuk, bedenking de eilandraad is natuurlijk iets minder leuk.",sadness
"Het eiland is wel leuk, maar de eilandraad is natuurlijk iets minder leuk.",sadness
"Het eiland is wel leuk, bedenking de eilandraad is natuurlijk iets minder leuk.",sadness
Hier wilskracht je gewoon agrafe zijn.,disgust
hier wil je normaal niet zijn.,disgust
hier wil je gewoon kram zijn.,disgust
Hier wil je gewoon niet zijn.,disgust
hier wil je gewoon agrafe zijn.,disgust
hier wilskracht je gewoon niet zijn.,disgust
"Ja, DAT had sneller en beter moeten.",sadness
"Ja, DAT had sneller en betere moeten.",sadness
"Het is helaas niet gelukt, volgens mijn gemoedsbeweging was ze er bijna, Rita.",sadness
